ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,srcAreaNo,srcGridXNo,srcGridZNo,pad1,srcPosX,srcPosY,srcPosZ,dstAreaNo,dstGridXNo,dstGridZNo,pad2,dstPosX,dstPosY,dstPosZ,isBasePoint,pad3,pad4,
5,Roundtable Hold -> Unnamed Tile,1,0,[0|0|0],11,10,0,0,-305.653,-20.002,-297.949,60,40,35,0,-341.67,66.16,-47.78,1,0,[0|0|0|0|0|0|0|0|0|0|0]
10,Crumbling Farum Azula -> Greyoll's Dragonbarrow - Bestial Sanctum,1,0,[0|0|0],13,0,0,0,668.01,-873.67,-2509.77,60,51,43,0,-36.71,344.39,0.32,0,0,[0|0|0|0|0|0|0|0|0|0|0]
11,Crumbling Farum Azula -> Greyoll's Dragonbarrow - Bestial Sanctum,1,0,[0|0|0],13,0,0,0,-2509.61,-874.01,-668.01,60,51,43,0,-36.71,344.39,0.32,1,0,[0|0|0|0|0|0|0|0|0|0|0]
12,Subterranean Shunning-Grounds -> Leyndell- Royal Capital,1,0,[0|0|0],35,0,0,0,-184,-88.5,-163,11,0,0,0,-184,-88.5,-163,1,0,[0|0|0|0|0|0|0|0|0|0|0]
14,Leyndell- Ashen Capital -> Stone Platform,1,0,[0|0|0],11,5,0,0,0,0,0,19,0,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
15,Stormveil Castle -> Divine Tower of Limgrave,1,0,[0|0|0],10,0,0,0,0,0,0,34,10,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
16,Isolated Divine Tower -> Unnamed Tile,1,0,[0|0|0],34,15,0,0,4.95,0.02,27.91,60,51,46,0,-16.47,272,-55.32,1,0,[0|0|0|0|0|0|0|0|0|0|0]
17,Crumbling Farum Azula -> Isolated Divine Tower: Overworld,1,0,[0|0|0],13,0,0,0,259.68,83.54,95,34,15,0,0,2467.37,1028.15,-271.47,0,0,[0|0|0|0|0|0|0|0|0|0|0]
18,Miquella's Haligtree -> Consecrated Snowfield - Ordina- Liturgical Town,1,0,[0|0|0],15,0,0,0,0,0,0,60,48,57,0,365.824,626.76,550.648,1,0,[0|0|0|0|0|0|0|0|0|0|0]
100,Stormveil Castle -> Liurnia of the Lakes - Church of Irith,1,0,[0|0|0],10,0,0,0,0,0,0,60,39,39,0,387.383,273.608,-282.331,1,0,[0|0|0|0|0|0|0|0|0|0|0]
101,Stormveil Castle -> Liurnia of the Lakes - Lake-Facing Cliffs- Stormveil Castle Exit- Stillwater Cave Entrance,1,0,[0|0|0],10,0,0,0,0,0,0,60,39,40,0,387.383,273.608,-538.331,1,0,[0|0|0|0|0|0|0|0|0|0|0]
102,Stormveil Castle -> Caelid - West Sellia- Sellia Crystal Tunnel Entrance- Sellia Evergaol,0,0,[0|0|0],10,0,0,0,0,0,0,60,40,39,0,131.383,273.608,-282.331,1,0,[0|0|0|0|0|0|0|0|0|0|0]
103,Stormveil Castle -> Greyoll's Dragonbarrow - South of Divine Tower of Caelid- Deep Siofra Well,1,0,[0|0|0],10,0,0,0,0,0,0,60,40,40,0,131.383,273.608,-538.331,1,0,[0|0|0|0|0|0|0|0|0|0|0]
104,Stormveil Castle -> Stormhill - Stormhill Shack- Stormveil Castle Entrance,0,0,[0|0|0],10,0,0,0,0,-8,0,60,41,38,0,-124.617,265.608,-26.331,1,0,[0|0|0|0|0|0|0|0|0|0|0]
105,Stormveil Castle -> Stormhill - North of Stormhill Shack,0,0,[0|0|0],10,0,0,0,0,-8,0,60,41,39,0,-124.617,265.608,-282.331,1,0,[0|0|0|0|0|0|0|0|0|0|0]
106,Stormveil Castle -> Chapel of Anticipation,1,0,[0|0|0],10,0,0,0,-514,28,200,10,1,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
107,Stormveil Castle -> Divine Tower of Limgrave,1,0,[0|0|0],10,0,0,0,0,0,0,34,10,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
108,Leyndell- Royal Capital -> Capital Outskirts - Capital Rampart- Auriza Side Tomb Entrance,1,0,[0|0|0],11,0,0,0,-90.017,-118.9,66.456,60,45,52,0,-73.338,968.621,-54.108,1,0,[0|0|0|0|0|0|0|0|0|0|0]
109,Leyndell- Royal Capital -> Divine Tower of East Altus,1,0,[0|0|0],11,0,0,0,0,0,0,34,14,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
110,Leyndell- Royal Capital -> Subterranean Shunning-Grounds,1,0,[0|0|0],11,0,0,0,-184,-88.5,-163,35,0,0,0,-184,-88.5,-163,1,0,[0|0|0|0|0|0|0|0|0|0|0]
111,Leyndell- Ashen Capital -> Capital Outskirts - Capital Rampart- Auriza Side Tomb Entrance,1,0,[0|0|0],11,5,0,0,-90,-118.9,66.456,60,45,52,0,-73.338,968.621,-54.108,1,0,[0|0|0|0|0|0|0|0|0|0|0]
112,Leyndell- Ashen Capital -> Stone Platform,1,0,[0|0|0],11,5,0,0,0,0,0,19,0,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
113,Leyndell- Ashen Capital -> Divine Tower of East Altus,1,0,[0|0|0],11,5,0,0,0,0,0,34,14,0,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
114,Leyndell- Ashen Capital -> Subterranean Shunning-Grounds,1,0,[0|0|0],11,5,0,0,-184,-88.5,-163,35,0,0,0,-184,-88.5,-163,1,0,[0|0|0|0|0|0|0|0|0|0|0]
115,Ainsel River / Lake of Rot -> Liurnia of the Lakes - Eastern Tableland- Ainsel River Well,1,0,[0|0|0],12,1,0,0,400.899,-15.538,-122.692,60,38,46,0,89.012,252.618,76.68,1,0,[0|0|0|0|0|0|0|0|0|0|0]
116,Ainsel River / Lake of Rot -> Liurnia of the Lakes - Ruined Labyrinth- Uld Palace Ruins,1,0,[0|0|0],12,1,0,0,400.899,-15.538,-122.692,60,38,47,0,89.012,252.618,-179.32,1,0,[0|0|0|0|0|0|0|0|0|0|0]
117,Ainsel River / Lake of Rot -> Liurnia of the Lakes - Eastern Tableland Northeast Cliffside,1,0,[0|0|0],12,1,0,0,400.899,-15.538,-122.692,60,39,46,0,-166.988,252.618,76.68,1,0,[0|0|0|0|0|0|0|0|0|0|0]
118,Ainsel River / Lake of Rot -> Deeproot Depths,1,0,[0|0|0],12,1,0,0,1693.196,0,1245.763,12,3,0,0,-797.484,91.243,-369.525,1,0,[0|0|0|0|0|0|0|0|0|0|0]
119,Ainsel River / Lake of Rot -> Lake of Rot - Astel's Chamber,1,0,[0|0|0],12,1,0,0,-800.113,-448.156,-1585.592,12,4,0,0,-88,-180,-106.22,1,0,[0|0|0|0|0|0|0|0|0|0|0]
120,Siofra River / Nokron ->,1,0,[0|0|0],12,2,0,0,1549.947,-301.49,1910.793,60,48,39,0,143.636,116.941,243.683,1,0,[0|0|0|0|0|0|0|0|0|0|0]
121,Siofra River / Nokron ->,1,0,[0|0|0],12,2,0,0,1549.947,-301.49,1910.793,60,48,40,0,143.636,116.941,-12.317,1,0,[0|0|0|0|0|0|0|0|0|0|0]
122,Siofra River / Nokron -> Caelid - West Sellia- Sellia Crystal Tunnel Entrance- Sellia Evergaol,1,0,[0|0|0],12,2,0,0,1549.947,-301.49,1910.793,60,49,39,0,-112.364,116.941,243.683,1,0,[0|0|0|0|0|0|0|0|0|0|0]
123,Siofra River / Nokron -> Greyoll's Dragonbarrow - South of Divine Tower of Caelid- Deep Siofra Well,1,0,[0|0|0],12,2,0,0,1549.947,-301.49,1910.793,60,49,40,0,-112.364,116.941,-12.317,1,0,[0|0|0|0|0|0|0|0|0|0|0]
124,Siofra River / Nokron -> Nokron - Start,1,0,[0|0|0],12,2,0,0,928.988,-617.3,1188.437,12,7,0,0,928.988,-617.3,1188.437,1,0,[0|0|0|0|0|0|0|0|0|0|0]
125,Siofra River / Nokron -> Siofra River - Ancestor Spirit Chamber,1,0,[0|0|0],12,2,0,0,1271.37,-809.288,1135.411,12,8,0,0,1271.37,-809.288,1135.411,1,0,[0|0|0|0|0|0|0|0|0|0|0]
126,Siofra River / Nokron -> Nokron - Regal Ancestor Spirit Chamber,1,0,[0|0|0],12,2,0,0,1192.549,-611.833,1637.627,12,9,0,0,1192.549,-611.833,1637.627,1,0,[0|0|0|0|0|0|0|0|0|0|0]
127,Deeproot Depths -> Subterranean Shunning-Grounds,1,0,[0|0|0],12,3,0,0,672.648,-397.374,228.076,35,0,0,0,1007.321,-1087.521,632.564,1,0,[0|0|0|0|0|0|0|0|0|0|0]
128,Lake of Rot - Astel's Chamber -> Moonlight Altar - Deep Ainsel Well,1,0,[0|0|0],12,4,0,0,0,0,0,60,34,41,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
129,Mohgwyn Palace -> Caelid - West Radahn Arena,1,0,[0|0|0],12,5,0,0,0,0,0,60,51,38,0,-2000,370,-1250,1,0,[0|0|0|0|0|0|0|0|0|0|0]
130,Nokron - Start -> Limgrave - Fort Haight West,1,0,[0|0|0],12,7,0,0,599.083,-494.007,975.002,60,45,36,0,-40.917,-64.378,79.001,1,0,[0|0|0|0|0|0|0|0|0|0|0]
131,Nokron - Start -> Limgrave - Siofra River Well- Mistwood Ruins- Minor Erdtree- Nokron Entrance,1,0,[0|0|0],12,7,0,0,736.052,-402.611,1164.386,60,45,37,0,96.052,27.018,12.385,1,0,[0|0|0|0|0|0|0|0|0|0|0]
132,Crumbling Farum Azula -> Flame Peak - Forge of the Giants,1,0,[0|0|0],13,0,0,0,0,0,0,60,54,53,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
133,Academy of Raya Lucaria -> Liurnia of the Lakes - South Raya Lucaria Gate,1,0,[0|0|0],14,0,0,0,0,0,0,60,35,45,0,-112.058,310.577,194.278,1,0,[0|0|0|0|0|0|0|0|0|0|0]
134,Academy of Raya Lucaria -> Liurnia of the Lakes - Main Academy Gate- Academy of Raya Lucaria Entrance,1,0,[0|0|0],14,0,0,0,0,0,0,60,35,46,0,-112.058,310.577,-61.722,1,0,[0|0|0|0|0|0|0|0|0|0|0]
135,Academy of Raya Lucaria -> Academy Crystal Cave,1,0,[0|0|0],14,0,0,0,-256,0,-256,31,6,0,0,-112.058,310.577,-61.722,1,0,[0|0|0|0|0|0|0|0|0|0|0]
136,Miquella's Haligtree ->,1,0,[0|0|0],15,0,0,0,0,0,0,60,48,57,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
137,Volcano Manor ->,1,0,[0|0|0],16,0,0,0,-10.16,-1.171,15.894,60,36,53,0,1.742,977.781,125.753,1,0,[0|0|0|0|0|0|0|0|0|0|0]
138,Volcano Manor ->,1,0,[0|0|0],16,0,0,0,-10.16,-1.171,15.894,60,36,54,0,1.742,977.781,-130.247,1,0,[0|0|0|0|0|0|0|0|0|0|0]
139,Volcano Manor ->,1,0,[0|0|0],16,0,0,0,244.193,-978.823,-365.855,60,37,52,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
140,Stranded Graveyard ->,0,0,[0|0|0],18,0,0,0,-1,-1,2,60,42,35,0,146,15,156,1,0,[0|0|0|0|0|0|0|0|0|0|0]
141,Stranded Graveyard ->,0,0,[0|0|0],18,0,0,0,-1,-1,2,60,42,36,0,146,15,-100,1,0,[0|0|0|0|0|0|0|0|0|0|0]
142,Tombsward Catacombs ->,1,0,[0|0|0],30,0,0,0,-95,56,74,60,43,33,0,-95,56,74,1,0,[0|0|0|0|0|0|0|0|0|0|0]
143,Tombsward Catacombs ->,1,0,[0|0|0],30,0,0,0,-95,56,74,60,43,34,0,-95,56,-182,1,0,[0|0|0|0|0|0|0|0|0|0|0]
144,Impaler's Catacombs ->,1,0,[0|0|0],30,1,0,0,-59,38.5,-69,60,45,34,0,-59,38.5,-69,1,0,[0|0|0|0|0|0|0|0|0|0|0]
145,Stormfoot Catacombs ->,0,0,[0|0|0],30,2,0,0,0,0,0,60,41,37,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
146,Road's End Catacombs ->,1,0,[0|0|0],30,3,0,0,0,0,0,60,33,43,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
147,Murkwater Catacombs ->,0,0,[0|0|0],30,4,0,0,86,67,62,60,43,38,0,86,67,62,1,0,[0|0|0|0|0|0|0|0|0|0|0]
148,Murkwater Catacombs ->,0,0,[0|0|0],30,4,0,0,86,67,62,60,44,38,0,-170,67,62,1,0,[0|0|0|0|0|0|0|0|0|0|0]
149,Black Knife Catacombs ->,1,0,[0|0|0],30,5,0,0,-73,427,112,60,39,48,0,-73,427,112,1,0,[0|0|0|0|0|0|0|0|0|0|0]
150,Cliffbottom Catacombs ->,1,0,[0|0|0],30,6,0,0,0,0,0,60,39,41,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
151,Wyndham Catacombs ->,1,0,[0|0|0],30,7,0,0,0,0,0,60,37,52,0,256,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
152,Wyndham Catacombs ->,1,0,[0|0|0],30,7,0,0,0,0,0,60,38,52,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
153,Sainted Hero's Grave ->,1,0,[0|0|0],30,8,0,0,0,0,0,60,40,52,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
154,Gelmir Hero's Grave ->,1,0,[0|0|0],30,9,0,0,0,0,0,60,37,53,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
155,Auriza Hero's Grave,1,0,[0|0|0],30,10,0,0,0,0,0,60,45,51,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
156,Auriza Hero's Grave,1,0,[0|0|0],30,10,0,0,0,0,0,60,45,52,0,0,0,-256,1,0,[0|0|0|0|0|0|0|0|0|0|0]
157,Deathtouched Catacombs,1,0,[0|0|0],30,11,0,0,0,0,0,60,43,39,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
158,Unsightly Catacombs,1,0,[0|0|0],30,12,0,0,0,0,0,60,36,51,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
159,Auriza Side Tomb,1,0,[0|0|0],30,13,0,0,0,0,0,60,45,52,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
160,Minor Erdtree Catacombs,1,0,[0|0|0],30,14,0,0,0,0,0,60,47,40,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
161,Minor Erdtree Catacombs,1,0,[0|0|0],30,14,0,0,0,0,0,60,47,41,0,0,0,-256,1,0,[0|0|0|0|0|0|0|0|0|0|0]
162,Caelid Catacombs,1,0,[0|0|0],30,15,0,0,0,0,0,60,48,36,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
163,Caelid Catacombs,1,0,[0|0|0],30,15,0,0,0,0,0,60,49,36,0,-256,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
164,War-Dead Catacombs,1,0,[0|0|0],30,16,0,0,0,0,0,60,52,40,0,0,0,256,1,0,[0|0|0|0|0|0|0|0|0|0|0]
165,Giant-Conquering Hero's Grave,1,0,[0|0|0],30,17,0,0,0,0,0,60,50,53,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
166,Giant-Conquering Hero's Grave,1,0,[0|0|0],30,17,0,0,0,0,0,60,50,54,0,0,0,-256,1,0,[0|0|0|0|0|0|0|0|0|0|0]
167,Giants' Mountaintop Catacombs,1,0,[0|0|0],30,18,0,0,0,0,0,60,50,53,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
168,Giants' Mountaintop Catacombs,1,0,[0|0|0],30,18,0,0,0,0,0,60,50,54,0,0,0,-256,1,0,[0|0|0|0|0|0|0|0|0|0|0]
169,Consecrated Snowfield Catacombs,1,0,[0|0|0],30,19,0,0,0,0,0,60,49,55,0,256,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
170,Consecrated Snowfield Catacombs,1,0,[0|0|0],30,19,0,0,0,0,0,60,50,55,0,0,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
171,Hidden Path to the Haligtree,1,0,[0|0|0],30,20,0,0,0,0,0,60,48,53,0,256,0,256,1,0,[0|0|0|0|0|0|0|0|0|0|0]
172,Hidden Path to the Haligtree,1,0,[0|0|0],30,20,0,0,0,0,0,60,48,54,0,256,0,0,1,0,[0|0|0|0|0|0|0|0|0|0|0]
